Sku,"Global Unique Id",Price,"Regular Price","Sale Price","Stock Status",Stock,"External Product URL","Total Sales","Attribute Name (pa_700-watt)","Attribute Value (pa_700-watt)","Attribute In Variations (pa_700-watt)","Attribute Is Visible (pa_700-watt)","Attribute Is Taxonomy (pa_700-watt)","Attribute Name (pa_btu)","Attribute Value (pa_btu)","Attribute In Variations (pa_btu)","Attribute Is Visible (pa_btu)","Attribute Is Taxonomy (pa_btu)","Attribute Name (pa_hvac-attribute)","Attribute Value (pa_hvac-attribute)","Attribute In Variations (pa_hvac-attribute)","Attribute Is Visible (pa_hvac-attribute)","Attribute Is Taxonomy (pa_hvac-attribute)","Attribute Name (pa_hvac-component)","Attribute Value (pa_hvac-component)","Attribute In Variations (pa_hvac-component)","Attribute Is Visible (pa_hvac-component)","Attribute Is Taxonomy (pa_hvac-component)","Attribute Name (pa_refrigerant)","Attribute Value (pa_refrigerant)","Attribute In Variations (pa_refrigerant)","Attribute Is Visible (pa_refrigerant)","Attribute Is Taxonomy (pa_refrigerant)","Attribute Name (pa_technology)","Attribute Value (pa_technology)","Attribute In Variations (pa_technology)","Attribute Is Visible (pa_technology)","Attribute Is Taxonomy (pa_technology)","Attribute Name (pa_voltage)","Attribute Value (pa_voltage)","Attribute In Variations (pa_voltage)","Attribute Is Visible (pa_voltage)","Attribute Is Taxonomy (pa_voltage)","Attribute Name (pa_wattage)","Attribute Value (pa_wattage)","Attribute In Variations (pa_wattage)","Attribute Is Visible (pa_wattage)","Attribute Is Taxonomy (pa_wattage)","Product Type","Shipping Class","Product Visibility","Image URL","Image Filename","Image Path","Image ID","Image Title","Image Caption","Image Description","Image Alt Text","Image Featured"
,,193.20,193.20,,outofstock,,,22,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,"All Black",no,yes,yes,Voltage,,no,no,no,Wattage,400W-500W,no,yes,yes,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png,6.1-54TM-450H.png,/srv/htdocs/wp-content/uploads/2025/06/6.1-54TM-450H.png,4847,CSI-6.1-54TM-xxxH,,,,https://jan-garay.com/wp-content/uploads/2025/06/6.1-54TM-450H.png
,,2650,2650,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/10/NVPLUS_10-Photoroom_700x700.png,NVPLUS_10-Photoroom_700x700.png,/srv/htdocs/wp-content/uploads/2025/10/NVPLUS_10-Photoroom_700x700.png,5523,NVPLUS_10-Photoroom_700x700,,,,https://jan-garay.com/wp-content/uploads/2025/10/NVPLUS_10-Photoroom_700x700.png
,,2400,2400,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/10/NV7600-Grey.jpg,NV7600-Grey.jpg,/srv/htdocs/wp-content/uploads/2025/10/NV7600-Grey.jpg,5735,NV7600-Grey,,,,https://jan-garay.com/wp-content/uploads/2025/10/NV7600-Grey.jpg
,,9100,9100,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",,no,no,no,"HVAC Component",,no,no,no,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,70,visible,https://jan-garay.com/wp-content/uploads/2025/10/NV14.jpg,NV14.jpg,/srv/htdocs/wp-content/uploads/2025/10/NV14.jpg,5539,NV14,,,,https://jan-garay.com/wp-content/uploads/2025/10/NV14.jpg
,,1269.00,1269.00,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,5576,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",,,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg
,,1620.61,1620.61,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,5576,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",,,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg
,,2190.46,2190.46,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,5576,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",,,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg
,,2812.84,2812.84,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg,5576,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",,,"TCL 2 Zone 24 SEER2 18K BTU R454B Condenser",https://jan-garay.com/wp-content/uploads/2026/01/TCL-2-Zone-24-SEER2-18K-BTU-R454B-Condenser.jpg
,,236.42,236.42,,instock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg,TCL-Breezein-.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-Breezein-.jpg,5697,TCL-Breezein-,,,TCL-Breezein,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg
,,282.90,282.90,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg,TCL-Breezein-.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-Breezein-.jpg,5697,TCL-Breezein-,,,TCL-Breezein,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg
,,260.67,260.67,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg,TCL-Breezein-.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-Breezein-.jpg,5697,TCL-Breezein-,,,TCL-Breezein,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg
,,421.62,421.62,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg,TCL-Breezein-.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-Breezein-.jpg,5697,TCL-Breezein-,,,TCL-Breezein,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg
,,538.57,538.57,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg,TCL-Breezein-.jpg,/srv/htdocs/wp-content/uploads/2026/01/TCL-Breezein-.jpg,5697,TCL-Breezein-,,,TCL-Breezein,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Breezein-.jpg
,,551.66,551.66,,instock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette.png|https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image.png,TCL-4-way-cassette-image-.jpg|TCL-4-way-cassette.png|TCL-4-way-cassette-image.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette.png|/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette-image.png,5698|5612|5611,"TCL-4-way-cassette-image-|TCL 4-way cassette|TCL 4-way cassette image",||,||,"TCL-4-way-cassette|TCL 4-way cassette image|TCL 4-way cassette image",https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg
,,594.09,594.09,,instock,,,0,">700 WATT",,no,no,no,BTU,12K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette.png,TCL-4-way-cassette-image-.jpg|TCL-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette.png,5698|5612,"TCL-4-way-cassette-image-|TCL 4-way cassette",|,|,"TCL-4-way-cassette|TCL 4-way cassette image",https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg
,,618.33,618.33,,instock,,,0,">700 WATT",,no,no,no,BTU,18K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette.png,TCL-4-way-cassette-image-.jpg|TCL-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette.png,5698|5612,"TCL-4-way-cassette-image-|TCL 4-way cassette",|,|,"TCL-4-way-cassette|TCL 4-way cassette image",https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg
,,753.34,753.34,,instock,,,0,">700 WATT",,no,no,no,BTU,24K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette.png,TCL-4-way-cassette-image-.jpg|TCL-4-way-cassette.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-4-way-cassette.png,5698|5612,"TCL-4-way-cassette-image-|TCL 4-way cassette",|,|,"TCL-4-way-cassette|TCL 4-way cassette image",https://jan-garay.com/wp-content/uploads/2026/01/TCL-4-way-cassette-image-.jpg
,,495.08,495.08,,instock,,,0,">700 WATT",,no,no,no,BTU,9K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,TCL-Slim-Ducted.jpg|TCL-Slim-DUct-with-Tstat.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,5624|5623,"TCL Slim Ducted|TCL Slim DUct with Tstat",|,|,"TCL Slim Ducted|TCL Slim DUct with Tstat",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg
,,549.64,549.64,,instock,,,0,">700 WATT",,no,no,no,BTU,11K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,TCL-Slim-Ducted.jpg|TCL-Slim-DUct-with-Tstat.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,5624|5623,"TCL Slim Ducted|TCL Slim DUct with Tstat",|,|,"TCL Slim Ducted|TCL Slim DUct with Tstat",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg
,,614.30,614.30,,instock,,,0,">700 WATT",,no,no,no,BTU,,no,no,no,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,TCL-Slim-Ducted.jpg|TCL-Slim-DUct-with-Tstat.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,5624|5623,"TCL Slim Ducted|TCL Slim DUct with Tstat",|,|,"TCL Slim Ducted|TCL Slim DUct with Tstat",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg
,,725.44,725.44,,instock,,,0,">700 WATT",,no,no,no,BTU,22K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser|Evaporator,no,yes,yes,Refrigerant,,no,no,no,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,TCL-Slim-Ducted.jpg|TCL-Slim-DUct-with-Tstat.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Slim-DUct-with-Tstat.png,5624|5623,"TCL Slim Ducted|TCL Slim DUct with Tstat",|,|,"TCL Slim Ducted|TCL Slim DUct with Tstat",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Slim-Ducted.jpg
,,642.59,642.59,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling.png,TCL-Floor-Ceiling-2.jpeg|TCL-Floor-Ceiling.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Floor-Ceiling.png,5634|5635,"TCL Floor-Ceiling|TCL Floor-Ceiling",|,|,"TCL Floor-Ceiling|TCL Floor-Ceiling",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg
,,763.83,763.83,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg|https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling.png,TCL-Floor-Ceiling-2.jpeg|TCL-Floor-Ceiling.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg|/srv/htdocs/wp-content/uploads/2026/01/TCL-Floor-Ceiling.png,5634|5635,"TCL Floor-Ceiling|TCL Floor-Ceiling",|,|,"TCL Floor-Ceiling|TCL Floor-Ceiling",https://jan-garay.com/wp-content/uploads/2026/01/TCL-Floor-Ceiling-2.jpeg
,,506.24,506.24,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,TCL-BreezeIn-R-410A-ODU-Lineset.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,5642,"TCL BreezeIn R-410A ODU + Lineset",,,"TCL BreezeIn R-410A ODU + Lineset",https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png
,,562.07,562.07,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,TCL-BreezeIn-R-410A-ODU-Lineset.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,5642,"TCL BreezeIn R-410A ODU + Lineset",,,"TCL BreezeIn R-410A ODU + Lineset",https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png
,,766.81,766.81,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,TCL-BreezeIn-R-410A-ODU-Lineset.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,5642,"TCL BreezeIn R-410A ODU + Lineset",,,"TCL BreezeIn R-410A ODU + Lineset",https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png
,,1135.65,1135.65,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,TCL-BreezeIn-R-410A-ODU-Lineset.png,/srv/htdocs/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png,5642,"TCL BreezeIn R-410A ODU + Lineset",,,"TCL BreezeIn R-410A ODU + Lineset",https://jan-garay.com/wp-content/uploads/2026/01/TCL-BreezeIn-R-410A-ODU-Lineset.png
,,650.67,650.67,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,tcl_split_system_ecommerce.png,/srv/htdocs/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,5651,tcl_split_system_ecommerce,,,"TCL Split System",https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png
,,630.46,630.46,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,tcl_split_system_ecommerce.png,/srv/htdocs/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,5651,tcl_split_system_ecommerce,,,"TCL Split System",https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png
,,882.27,882.27,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,tcl_split_system_ecommerce.png,/srv/htdocs/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,5651,tcl_split_system_ecommerce,,,"TCL Split System",https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png
,,1221.09,1221.09,,instock,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"Regular Shipping - Under 150",visible,https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,tcl_split_system_ecommerce.png,/srv/htdocs/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,5651,tcl_split_system_ecommerce,,,"TCL Split System",https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png
,,1664.56,1664.56,,onbackorder,,,0,">700 WATT",,no,no,no,BTU,60K,no,yes,yes,"HVAC Attribute",Condenser,no,yes,yes,"HVAC Component",Condenser,no,yes,yes,Refrigerant,R-454B,no,yes,yes,Technology,,no,no,no,Voltage,,no,no,no,Wattage,,no,no,no,simple,"LTL Freight - 150+",visible,https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,tcl_split_system_ecommerce.png,/srv/htdocs/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png,5651,tcl_split_system_ecommerce,,,"TCL Split System",https://jan-garay.com/wp-content/uploads/2026/01/tcl_split_system_ecommerce.png
